frase,glosa predicha,glosa real,eq?,accuracy-score,
bimá sobre mi'ínihínι,"[[['bi', '3.cpl'], ['má', 'ctrf'], 'v'], [['sobre', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], [""'ínihínι"", 'stem'], 'v']]","[[['bi', '3.cpl'], ['má', 'stem'], 'v'], [['sobre', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], [""'íni"", 'stem'], ['hí', 'pl'], ['nι', 'dem'], 'v']]",False,0.68421052631579,
bimáhmíbimáhmí k'ι mämó dúndμhí ntsoyι,"[[['bi', '3.cpl'], ['má', 'ctrf'], ['hmí', 'stem'], ['bi', '3.cpl'], ['má', 'stem'], ['h', 'lig'], ['mí', 'pl'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['mó', 'stem'], 'n'], [['dúndμhí', 'stem'], 'unkwn'], [['ntsoyι', 'stem'], 'obl']]","[[['bi', '3.cpl'], ['má', 'stem'], ['h', 'lig'], ['mí', 'pl'], ['bi', '3.cpl'], ['má', 'stem'], ['h', 'lig'], ['mí', 'pl'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['mó', 'stem'], 'n'], [['dúndμ', 'stem'], ['hí', 'pl'], 'unkwn'], [['ntsoyι', 'stem'], 'obl']]",False,0.794117647058823,
bimáhtigí,"[[['bi', '3.cpl'], ['má', 'ctrf'], ['hti', 'stem'], ['gí', '1.obj'], 'v']]","[[['bi', '3.cpl'], ['máhti', 'stem'], ['gí', '1.obj'], 'v']]",False,0.666666666666667,
biñán grι zá,"[[['bi', '3.cpl'], ['ñán', 'stem'], 'v'], [['grι', '2.cnt'], 'det'], [['zá', 'stem'], 'obl']]","[[['bi', '3.cpl'], ['ñán', 'stem'], 'v'], [['grι', 'det'], 'det'], [['zá', 'stem'], 'obl']]",False,0.7,
binihkí,"[[['bi', '3.cpl'], ['nihkí', 'stem'], 'v']]","[[['bi', '3.cpl'], ['nih', 'stem'], ['kí', '1.obj'], 'v']]",False,0.714285714285714,
binimbíyι'wi konke itsμhμ konke tago tago'ínkyι'witakwálá nι rι charo ya ndμ bi'bohnι 'á goxthí,"[[['bi', '3.cpl'], ['nimbí', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['konke', 'stem'], 'obl'], [['itsμhμ', 'stem'], 'v'], [['konke', 'stem'], 'obl'], [['ta', 'stem'], ['go', '1.pot'], 'v'], [[""tago'ínk"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], ['takwálá', 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['charo', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['ndμ', 'stem'], 'cnj'], [['bi', '3.cpl'], [""'bohnι"", 'stem'], 'v'], [[""'á"", 'stem'], 'p.loc'], [['go', '1.pot'], ['xthí', 'stem'], 'obl']]","[[['bi', '3.cpl'], ['nimbí', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['konke', 'stem'], 'obl'], [['i', '3.icp'], ['tsμhμ', 'stem'], 'v'], [['konke', 'stem'], 'obl'], [['ta', 'stem'], ['go', '1.pot'], 'v'], [['ta', 'hasta'], ['go', '1.pot'], [""'ín"", 'stem'], ['k', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], ['takwálá', 'pascuala'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['charo', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['ndμ', 'stem'], 'cnj'], [['bi', '3.cpl'], [""'bo"", 'stem'], ['h', 'lig'], ['nι', 'dem'], 'v'], [[""'á"", 'stem'], 'p.loc'], [['goxthí', 'stem'], 'obl']]",False,0.74390243902439,
binina xikhá mäméhμwi akamák'ι por más,"[[['bi', '3.cpl'], ['nina', 'stem'], 'v'], [['xi', '3.prf'], ['khá', 'stem'], 'v'], [['mä', '1.pss'], ['méhμ', 'stem'], ['wia', 'prag'], ['ka', '3.pls'], ['má', 'ctrf'], [""k'ι"", 'stem'], ['por', 'stem'], ['más', 'stem'], 'n']]","[[['bi', '3.cpl'], ['nina', 'stem'], 'v'], [['xi', 'prf'], ['khá', 'stem'], 'v'], [['mä', '1.pss'], ['mé', 'stem'], ['hμ', 'pl'], ['wi', 'stem'], 'n'], [['a', 'dónde'], ['ka', '3.pls'], ['má', 'stem'], [""k'ι"", 'dem'], 'v'], [['por', 'stem'], 'obl'], [['más', 'stem'], 'obl']]",False,0.636363636363636,
bithógí mothuhmí,"[[['bi', '3.cpl'], ['thó', 'ila'], ['gí', '2.icp'], 'v'], [['mothuhmí', 'stem'], 'obl']]","[[['bi', '3.cpl'], ['thógí', 'stem'], 'v'], [['mothuhmí', 'stem'], 'obl']]",False,0.666666666666667,
bitsμhmí ná rι tsikhwá,"[[['bi', '3.cpl'], ['tsμ', 'stem'], ['h', 'lig'], ['mí', 'pl'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['khwá', 'stem'], 'obl']]","[[['bi', '3.cpl'], ['tsμ', 'stem'], ['h', 'lig'], ['mí', 'pl'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tsikhwá', 'stem'], 'obl']]",False,0.789473684210526,
biwinbigí rι kuchara,"[[['bi', '3.cpl'], ['wi', 'prag'], ['nbi', 'stem'], ['gí', '1.obj'], 'v'], [['rι', 'det'], 'det'], [['kuchara', 'stem'], 'obl']]","[[['bi', '3.cpl'], ['win', 'stem'], ['bi', '3.obj'], ['gí', '1.obj'], 'v'], [['rι', 'det'], 'det'], [['kuchara', 'stem'], 'obl']]",False,0.722222222222222,
bizμhí nι dúnthí,"[[['bi', '3.cpl'], ['zμhí', 'stem'], 'v'], [['nι', 'stem'], 'det'], [['dúnthí', 'stem'], 'obl']]","[[['bi', '3.cpl'], ['zμ', 'stem'], ['hí', 'pl'], 'v'], [['nι', 'det'], 'det'], [['dúnthí', 'stem'], 'obl']]",False,0.714285714285714,
bidót'i nι rι ndμ'wé'ché,"[[['bi', '3.cpl'], [""dót'i"", 'stem'], 'v'], [['nι', 'stem'], 'det'], [['rι', 'det'], 'det'], [[""ndμ'wé'c"", 'stem'], ['hé', 'pl.exc'], 'unkwn']]","[[['bi', '3.cpl'], [""dót'i"", 'stem'], 'v'], [['nι', 'det'], 'det'], [['rι', 'det'], 'det'], [['ndμ', 'mod'], [""'wé'"", 'stem'], ['ché', 'aum'], 'unkwn']]",False,0.571428571428571,
bizixk'ι rι béhñι,"[[['bi', '3.cpl'], [""zixk'ι"", 'stem'], 'v'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], 'obl']]","[[['bi', '3.cpl'], ['zix', 'stem'], [""k'ι"", 'dem'], 'v'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], 'obl']]",False,0.8,
bídá nιnkhák'ú,"[[['bídá', 'stem'], 'obl'], [['nιnkhá', 'stem'], [""k'ú"", 'loc'], 'v']]","[[['bídá', 'stem'], 'obl'], [['nι', 'dem'], ['nkhá', 'stem'], [""k'ú"", 'loc'], 'v']]",False,0.769230769230769,
bokohmí,"[[['bo', '3.cpl'], ['kohmí', 'stem'], 'v']]","[[['bo', '3.cpl'], ['ko', 'stem'], ['h', 'lig'], ['mí', 'pl'], 'v']]",False,0.571428571428571,
bomí ná tsizá bomí ná tsimúríyó tsiládá pa darμhkí k'ι rι míngwáwi,"[[['bo', '3.cpl'], ['mí', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['tsi', 'dim'], ['zá', 'stem'], 'unkwn'], [['bo', '3.cpl'], ['mí', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['tsimúríyó', 'stem'], 'unkwn'], [['tsiládá', 'stem'], 'unkwn'], [['pa', 'stem'], 'obl'], [['darμhkí', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['míngwá', 'stem'], ['wi', 'prag'], 'unkwn']]","[[['bo', '3.cpl'], ['mí', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['tsi', 'dim'], ['zá', 'stem'], 'unkwn'], [['bo', '3.cpl'], ['mí', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['tsi', 'dim'], ['múríyó', 'stem'], 'unkwn'], [['tsi', 'dim'], ['ládá', 'stem'], 'unkwn'], [['pa', 'stem'], 'obl'], [['da', '3.pot'], ['rμhkí', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['míngwá', 'stem'], ['wi', 'prag'], 'unkwn']]",False,0.8,
bweno xo despwés tamáñábé,"[[['bweno', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['despwés', 'stem'], 'obl'], [['tamáñá', 'stem'], ['bé', 'dual.exc'], 'v']]","[[['bweno', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['despwés', 'stem'], 'obl'], [['ta', '1.pls'], ['má', 'ctrf'], ['ñá', 'stem'], ['bé', 'dual.exc'], 'v']]",False,0.772727272727273,
bεhthó bεhthó,"[[['bε', 'stem'], ['h', 'lig'], ['thó', 'ila'], 'unkwn'], [['bε', 'stem'], ['h', 'lig'], ['thó', 'ila'], 'unkwn']]","[[['bε', 'stem'], ['h', 'lig'], ['thó', 'neg'], 'unkwn'], [['bε', 'stem'], ['h', 'lig'], ['thó', 'neg'], 'unkwn']]",False,0.5,
bμ ganzμté 'á tsi chalma xo bimá k'ι rι dómi,"[[['bμ', 'stem'], 'cnj'], [['ga', '3.pls'], ['nzμté', 'stem'], 'v'], [[""'á"", 'stem'], 'p.loc'], [['tsi', 'dim'], 'dim'], [['chalma', 'stem'], 'chalma'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['má', 'ctrf'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['dómi', 'stem'], 'obl']]","[[['bμ', 'stem'], 'cnj'], [['ga', '3.pls'], ['nzμ', 'stem'], ['té', 'que'], 'v'], [[""'á"", 'stem'], 'p.loc'], [['tsi', 'stem'], 'dim'], [['chalma', 'stem'], 'chalma'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['má', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['dómi', 'stem'], 'obl']]",False,0.8,
bμ hínι ngwatú,"[[['bμ', 'stem'], 'cnj'], [['hínι', 'stem'], 'neg'], [['ngwatú', 'stem'], 'v']]","[[['bμ', 'stem'], 'cnj'], [['hínι', 'stem'], 'neg'], [['n', 'psd'], ['gwa', '1.icp.irr'], ['tú', 'stem'], 'v']]",False,0.583333333333333,
bμ hínι ngwatú,"[[['bμ', 'stem'], 'cnj'], [['hínι', 'stem'], 'neg'], [['ngwatú', 'stem'], 'v']]","[[['bμ', 'stem'], 'cnj'], [['hínι', 'stem'], 'neg'], [['n', 'psd'], ['gwa', '1.icp.irr'], ['tú', 'stem'], 'v']]",False,0.583333333333333,
bμ mbinkhá k'ι rι rebolusión ndadúnthμ,"[[['bμ', 'stem'], 'cnj'], [['m', 'med'], ['bi', '3.cpl'], ['nkhá', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['rebolusión', 'stem'], 'obl'], [['ndadúnthμ', 'stem'], 'v']]","[[['bμ', 'stem'], 'cnj'], [['m', 'med'], ['bi', '3.cpl'], ['nkhá', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['rebolusión', 'stem'], 'obl'], [['n', 'psd'], ['da', '3.pot'], ['dú', 'stem'], ['nthμ', 'mucho'], 'v']]",False,0.757575757575758,
bμ ndótéa xo nι ndμ tristegí,"[[['bμ', 'stem'], 'cnj'], [['ndótéa', 'stem'], 'v'], [['xo', 'stem'], 'cnj'], [['nι', 'dem'], 'dem'], [['ndμ', 'muy'], 'cnj'], [['triste', 'stem'], ['gí', '1.obj'], 'v']]","[[['bμ', 'stem'], 'cnj'], [['n', 'psd'], ['dó', '1.cpl'], ['té', 'stem'], ['a', 'prt'], 'v'], [['xo', 'stem'], 'cnj'], [['nι', 'stem'], 'dem'], [['ndμ', 'stem'], 'cnj'], [['triste', 'stem'], ['gí', '1.obj'], 'v']]",False,0.565217391304348,
bμ gíné chichithó xo chichithó k'ι rι déhé gísμtsíyι'wi pa hín gínchatí,"[[['bμ', 'stem'], 'cond'], [['gí', '2.icp'], ['né', 'stem'], 'v'], [['chi', 'stem'], ['chi', 'stem'], ['thó', 'ila'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['chi', 'stem'], ['chi', 'stem'], ['thó', 'ila'], 'unkwn'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['déhé', 'stem'], 'obl'], [['gí', '2.icp'], ['sμtsí', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['pa', 'stem'], 'obl'], [['hín', 'stem'], 'neg'], [['gí', '2.icp'], ['nchatí', 'stem'], 'v']]","[[['bμ', 'stem'], 'cond'], [['gí', '2.icp'], ['né', 'stem'], 'v'], [['chi', 'dim'], ['chi', 'dim'], ['thó', 'ila'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['chi', 'dim'], ['chi', 'dim'], ['thó', 'ila'], 'unkwn'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['déhé', 'stem'], 'obl'], [['gí', '2.icp'], ['sμtsí', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['pa', 'stem'], 'obl'], [['hín', 'stem'], 'neg'], [['gí', '2.icp'], ['nchatí', 'stem'], 'v']]",False,0.8,
bμ rι baphädi,"[[['bμ', 'stem'], 'prt'], [['rι', 'det'], 'det'], [['baphädi', 'stem'], 'v']]","[[['bμ', 'stem'], 'prt'], [['rι', 'det'], 'det'], [['ba', '3.icp'], ['phädi', 'stem'], 'v']]",False,0.727272727272727,
bμ rιné rιbadi,"[[['bμ', 'stem'], 'prt'], [['rι', 'det'], ['né', 'stem'], 'v'], [['rι', 'det'], ['badi', 'stem'], 'v']]","[[['bμ', 'stem'], 'prt'], [['rι', '3.cnt'], ['né', 'stem'], 'v'], [['rι', '3.cnt'], ['badi', 'stem'], 'v']]",False,0.666666666666667,
dadónbigí ná náráncha,"[[['da', '3.pot'], ['dón', 'stem'], ['bi', '3.cpl'], ['gí', '2.icp'], 'v'], [['ná', 'stem'], 'obl'], [['náráncha', 'stem'], 'obl']]","[[['da', '3.pot'], ['dón', 'stem'], ['bi', '3.obj'], ['gí', '1.obj'], 'v'], [['ná', 'stem'], 'obl'], [['náráncha', 'stem'], 'obl']]",False,0.789473684210526,
dadú k'ι rι ts'μi 'idítsogí mähank'ι,"[[['da', '3.pot'], ['dú', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""ts'μi"", 'stem'], 'obl'], [[""'i"", 'stem'], ['dí', '1.icp'], ['tso', 'stem'], ['gí', '2.icp'], 'v'], [['mähan', 'stem'], [""k'ι"", 'dem'], 'obl']]","[[['da', '3.pot'], ['dú', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""ts'μi"", 'stem'], 'obl'], [[""'i"", 'y'], ['dí', '1.icp'], ['tsogí', 'stem'], 'v'], [[""mähank'ι"", 'stem'], 'obl']]",False,0.774193548387097,
dagehí k'ι yι míngwá xodatsoyιhíyι'wi,"[[['da', '3.pot'], ['gehí', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['yι', 'det.pl'], 'det'], [['míngwá', 'stem'], 'obl'], [['xodatsoyι', 'stem'], ['hí', 'pl'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['da', '3.pot'], ['ge', 'stem'], ['hí', 'pl'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['yι', 'det.pl'], 'det'], [['míngwá', 'stem'], 'obl'], [['xo', 'pues'], ['da', '3.pot'], ['tsoyι', 'stem'], ['hí', 'pl'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",False,0.787878787878788,
dankhá rι chéntenι,"[[['da', '3.pot'], ['nkhá', 'stem'], 'v'], [['rι', 'det'], 'det'], [['chéntenι', 'stem'], 'unkwn']]","[[['da', '3.pot'], ['nkhá', 'stem'], 'v'], [['rι', 'det'], 'det'], [['chénte', 'chente'], ['nι', 'dem'], 'unkwn']]",False,0.5,
dayoti chichi,"[[['da', '3.pot'], ['yoti', 'stem'], 'v'], [['chi', 'stem'], ['chi', 'stem'], 'unkwn']]","[[['da', '3.pot'], ['yoti', 'stem'], 'v'], [['chi', 'dim'], ['chi', 'dim'], 'unkwn']]",False,0.5,
dabánt'í chixíphí,"[[['da', '3.pot'], [""bánt'í"", 'stem'], 'v'], [['chixíphí', 'stem'], 'unkwn']]","[[['da', '3.pot'], [""bánt'í"", 'stem'], 'v'], [['chi', 'dim'], ['xíphí', 'stem'], 'unkwn']]",False,0.75,
dáté nkhák'ú,"[[['dáté', 'stem'], 'v'], [['nkhá', 'stem'], [""k'ú"", 'loc'], 'v']]","[[['dá', '1.icp'], ['té', 'stem'], 'v'], [['nkhá', 'stem'], [""k'ú"", 'loc'], 'v']]",False,0.727272727272727,
de iténgí,"[[['de', 'stem'], 'obl'], [['itén', 'stem'], ['gí', '1.obj'], 'v']]","[[['de', 'stem'], 'obl'], [['i', '3.icp'], ['tén', 'stem'], ['gí', '1.obj'], 'v']]",False,0.75,
de iténgí,"[[['de', 'stem'], 'obl'], [['itén', 'stem'], ['gí', '1.obj'], 'v']]","[[['de', 'stem'], 'obl'], [['i', '3.icp'], ['tén', 'stem'], ['gí', '1.obj'], 'v']]",False,0.75,
despwés de garaxi rι górι ngú k'ι xo ná ndi nchúi xo binú binadúthó,"[[['despwés', 'stem'], 'obl'], [['de', 'stem'], 'obl'], [['garaxi', 'stem'], 'v'], [['rι', 'det'], 'det'], [['górι', 'stem'], 'n'], [['ngú', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['xo', 'stem'], 'cnj'], [['ná', 'stem'], 'obl'], [['n', 'psd'], ['di', '3.icp.irr'], 'obl'], [['nchúi', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['nú', 'stem'], 'v'], [['bi', '3.cpl'], ['nadú', 'stem'], ['thó', 'ila'], 'v']]","[[['despwés', 'stem'], 'obl'], [['de', 'stem'], 'obl'], [['ga', '3.pls'], ['raxi', 'stem'], 'v'], [['rι', 'det'], 'det'], [['gó', 'stem'], ['rι', 'det'], 'n'], [['ngú', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['xo', 'stem'], 'cnj'], [['ná', 'stem'], 'obl'], [['ndi', 'stem'], 'obl'], [['nchúi', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['nú', 'stem'], 'v'], [['bi', '3.cpl'], ['na', 'spt'], ['dú', 'stem'], ['thó', 'ila'], 'v']]",False,0.796296296296296,
despwés gotsoyι lóntsi ya tapita mbεntsiwi bomá mähank'ι,"[[['despwés', 'stem'], 'obl'], [['go', '1.pot'], ['tsoyι', 'stem'], 'v'], [['lóntsi', 'stem'], 'unkwn'], [['ya', 'stem'], 'cnj'], [['tapita', 'stem'], 'unkwn'], [['mbεntsi', 'stem'], ['wi', 'prag'], 'unkwn'], [['bo', '3.cpl'], ['má', 'ctrf'], 'v'], [['mähan', 'stem'], [""k'ι"", 'dem'], 'obl']]","[[['despwés', 'stem'], 'obl'], [['go', '1.pot'], ['tsoyι', 'stem'], 'v'], [['lón', 'stem'], ['tsi', 'dim'], 'unkwn'], [['ya', 'stem'], 'cnj'], [['ta', 'mod'], ['pi', 'it'], ['ta', 'mod'], 'unkwn'], [['mbεn', 'stem'], ['tsi', 'dim'], ['wi', 'prag'], 'unkwn'], [['bo', '3.cpl'], ['má', 'stem'], 'v'], [[""mähank'ι"", 'stem'], 'obl']]",False,0.653061224489796,
despwés tapita lónchiyι'wi,"[[['despwés', 'stem'], 'obl'], [['tapita', 'stem'], 'unkwn'], [['lónchi', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]","[[['despwés', 'stem'], 'obl'], [['ta', 'mod'], ['pi', 'it'], ['ta', 'mod'], 'unkwn'], [['lón', 'stem'], ['chi', 'dim'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]",False,0.625,
despwés ya xo khómbotót'ihμ,"[[['despwés', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [[""khómbotót'i"", 'stem'], ['hμ', 'pl'], 'v']]","[[['despwés', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['khóm', 'neg'], ['bo', '3.cpl'], [""tót'i"", 'stem'], ['hμ', 'pl'], 'v']]",False,0.708333333333333,
