frase,glosa_predicha,glosa_real,eq?,accuracy-score
mäthotí bεhthó díthéhyι' 'bμihthó,"[[['mä', '1.pss'], ['thotí', 'stem'], 'n'], [['bεhthó', 'stem'], 'obl'], [['dí', '1.icp'], ['thé', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], 'v'], [[""'bμi"", 'stem'], ['h', 'lig'], ['thó', 'ila'], 'v']]","[[['mä', '1.pss'], ['thotí', 'stem'], 'n'], [['bεhthó', 'stem'], 'obl'], [['dí', '1.icp'], ['thé', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], 'v'], [[""'bμi"", 'stem'], ['h', 'lig'], ['thó', 'ila'], 'v']]",True,1.0
komo biyet'é biyent'iι' déhéyι'wi,"[[['komo', 'stem'], 'obl'], [['bi', '3.cpl'], [""yet'é"", 'stem'], 'v'], [['bi', '3.cpl'], [""yent'i"", 'stem'], [""ι'"", 'lim'], 'v'], [['déhé', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]","[[['komo', 'stem'], 'obl'], [['bi', '3.cpl'], [""yet'é"", 'stem'], 'v'], [['bi', '3.cpl'], [""yent'i"", 'stem'], [""ι'"", 'lim'], 'v'], [['déhé', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]",True,1.0
gomátú rι páxí 'á níhí ngehña k'ι yι ndäniyι'wi yι pasturayι'wi,"[[['go', '1.pot'], ['má', 'ctrf'], ['tú', 'stem'], 'v'], [['rι', 'det'], 'det'], [['páxí', 'stem'], 'obl'], [[""'á"", 'stem'], 'p.loc'], [['níhí', 'stem'], 'obl'], [['ngehña', 'stem'], 'cnj'], [[""k'ι"", 'stem'], 'dem'], [['yι', 'det.pl'], 'det'], [['ndäni', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn'], [['yι', 'det.pl'], 'det'], [['pastura', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]","[[['go', '1.pot'], ['má', 'ctrf'], ['tú', 'stem'], 'v'], [['rι', 'det'], 'det'], [['páxí', 'stem'], 'obl'], [[""'á"", 'stem'], 'p.loc'], [['níhí', 'stem'], 'obl'], [['ngehña', 'stem'], 'cnj'], [[""k'ι"", 'stem'], 'dem'], [['yι', 'det.pl'], 'det'], [['ndäni', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn'], [['yι', 'det.pl'], 'det'], [['pastura', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]",True,1.0
entonses xo ndi'bμi kontentoyι'wi,"[[['entonses', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['n', 'psd'], ['di', '3.icp.irr'], [""'bμi"", 'stem'], 'v'], [['kontento', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]","[[['entonses', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['n', 'psd'], ['di', '3.icp.irr'], [""'bμi"", 'stem'], 'v'], [['kontento', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]",True,1.0
despwés xo dónúyι' más más ndrιmámuy triste 'á mängú,"[[['despwés', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['nú', 'stem'], [""yι'"", 'lim'], 'v'], [['más', 'stem'], 'obl'], [['más', 'stem'], 'obl'], [['n', 'psd'], ['drι', '1.cnt'], ['má', 'ctrf'], ['muy', 'stem'], 'v'], [['triste', 'stem'], 'obl'], [[""'á"", 'stem'], 'p.loc'], [['mä', '1.pss'], ['ngú', 'stem'], 'n']]","[[['despwés', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['nú', 'stem'], [""yι'"", 'lim'], 'v'], [['más', 'stem'], 'obl'], [['más', 'stem'], 'obl'], [['n', 'psd'], ['drι', '1.cnt'], ['má', 'ctrf'], ['muy', 'stem'], 'v'], [['triste', 'stem'], 'obl'], [[""'á"", 'stem'], 'p.loc'], [['mä', '1.pss'], ['ngú', 'stem'], 'n']]",True,1.0
dótsíbé k'ι rι hmíyι'wi gehña dómábé,"[[['dó', '1.cpl'], ['tsí', 'stem'], ['bé', 'dual.exc'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['hmí', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn'], [['gehña', 'stem'], 'cnj'], [['dó', '1.cpl'], ['má', 'stem'], ['bé', 'dual.exc'], 'v']]","[[['dó', '1.cpl'], ['tsí', 'stem'], ['bé', 'dual.exc'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['hmí', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn'], [['gehña', 'stem'], 'cnj'], [['dó', '1.cpl'], ['má', 'stem'], ['bé', 'dual.exc'], 'v']]",True,1.0
dúnthí rι 'ámbre mipε'ts'i k'ι bigohí,"[[['dúnthí', 'stem'], 'obl'], [['rι', 'det'], 'det'], [[""'ámbre"", 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], [""pε'ts'i"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['bi', '3.cpl'], ['gohí', 'stem'], 'v']]","[[['dúnthí', 'stem'], 'obl'], [['rι', 'det'], 'det'], [[""'ámbre"", 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], [""pε'ts'i"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['bi', '3.cpl'], ['gohí', 'stem'], 'v']]",True,1.0
por koperasión xiñäntsi rι eskwéla,"[[['por', 'stem'], 'obl'], [['koperasión', 'stem'], 'obl'], [['xi', '3.prf'], ['ñäntsi', 'stem'], 'v'], [['rι', 'det'], 'det'], [['eskwéla', 'stem'], 'obl']]","[[['por', 'stem'], 'obl'], [['koperasión', 'stem'], 'obl'], [['xi', '3.prf'], ['ñäntsi', 'stem'], 'v'], [['rι', 'det'], 'det'], [['eskwéla', 'stem'], 'obl']]",True,1.0
léhchéró xo díhánt'íhé xo bibot'í ko rι tsiñúndá,"[[['léhchéró', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['dí', '1.icp'], [""hánt'í"", 'stem'], ['hé', 'pl.exc'], 'v'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], [""bot'í"", 'stem'], 'v'], [['ko', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['ñúndá', 'stem'], 'unkwn']]","[[['léhchéró', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['dí', '1.icp'], [""hánt'í"", 'stem'], ['hé', 'pl.exc'], 'v'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], [""bot'í"", 'stem'], 'v'], [['ko', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['ñúndá', 'stem'], 'unkwn']]",True,1.0
ya xo xayi mäkóséchá gok'μhkíhéyι'wi,"[[['ya', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['xayi', 'stem'], 'obl'], [['mä', '1.pss'], ['kóséchá', 'stem'], 'n'], [['go', '1.pot'], [""k'μhkí"", 'stem'], ['hé', 'pl.exc'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['ya', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['xayi', 'stem'], 'obl'], [['mä', '1.pss'], ['kóséchá', 'stem'], 'n'], [['go', '1.pot'], [""k'μhkí"", 'stem'], ['hé', 'pl.exc'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
xo dítμmihé algo rι kóséchá ngú más khéyιwi,"[[['xo', 'stem'], 'cnj'], [['dí', '1.icp'], ['tμmi', 'stem'], ['hé', 'pl.exc'], 'v'], [['algo', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['kóséchá', 'stem'], 'obl'], [['ngú', 'stem'], 'obl'], [['más', 'stem'], 'obl'], [['khéyι', 'stem'], ['wi', 'prag'], 'unkwn']]","[[['xo', 'stem'], 'cnj'], [['dí', '1.icp'], ['tμmi', 'stem'], ['hé', 'pl.exc'], 'v'], [['algo', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['kóséchá', 'stem'], 'obl'], [['ngú', 'stem'], 'obl'], [['más', 'stem'], 'obl'], [['khéyι', 'stem'], ['wi', 'prag'], 'unkwn']]",True,1.0
despwés este ngu ganú mbrιhúyι' bigí,"[[['despwés', 'stem'], 'obl'], [['este', 'stem'], 'obl'], [['ngu', 'stem'], 'cnj'], [['ga', '3.pls'], ['nú', 'stem'], 'v'], [['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], ['hú', 'stem'], [""yι'"", 'lim'], 'v'], [['bi', '3.cpl'], ['gí', '1.obj'], 'v']]","[[['despwés', 'stem'], 'obl'], [['este', 'stem'], 'obl'], [['ngu', 'stem'], 'cnj'], [['ga', '3.pls'], ['nú', 'stem'], 'v'], [['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], ['hú', 'stem'], [""yι'"", 'lim'], 'v'], [['bi', '3.cpl'], ['gí', '1.obj'], 'v']]",True,1.0
despwés xo bindondoyι'wi bindondowi,"[[['despwés', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['ndondo', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['bi', '3.cpl'], ['ndondo', 'stem'], ['wi', 'prag'], 'v']]","[[['despwés', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['ndondo', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['bi', '3.cpl'], ['ndondo', 'stem'], ['wi', 'prag'], 'v']]",True,1.0
despwés ya este binkhá komo las siete,"[[['despwés', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['este', 'stem'], 'obl'], [['bi', '3.cpl'], ['nkhá', 'stem'], 'v'], [['komo', 'stem'], 'obl'], [['las', 'stem'], 'obl'], [['siete', 'stem'], 'obl']]","[[['despwés', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['este', 'stem'], 'obl'], [['bi', '3.cpl'], ['nkhá', 'stem'], 'v'], [['komo', 'stem'], 'obl'], [['las', 'stem'], 'obl'], [['siete', 'stem'], 'obl']]",True,1.0
mbrιk'ángi xi mbrιbot'i k'ι rι 'wé',"[[['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""k'ángi"", 'stem'], 'v'], [['xi', 'stem'], 'cnj'], [['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""bot'i"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""'wé'"", 'stem'], 'obl']]","[[['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""k'ángi"", 'stem'], 'v'], [['xi', 'stem'], 'cnj'], [['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""bot'i"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""'wé'"", 'stem'], 'obl']]",True,1.0
este tó'íhiyι'wi tóñó madé parsela,"[[['este', 'stem'], 'obl'], [['tó', '1.prf'], [""'íhi"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['tó', '1.prf'], ['ñó', 'stem'], 'v'], [['madé', 'stem'], 'obl'], [['parsela', 'stem'], 'obl']]","[[['este', 'stem'], 'obl'], [['tó', '1.prf'], [""'íhi"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['tó', '1.prf'], ['ñó', 'stem'], 'v'], [['madé', 'stem'], 'obl'], [['parsela', 'stem'], 'obl']]",True,1.0
nι rι ntsoyι este nι rι takwálá ni ngi tso k'ι charo,"[[['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['ntsoyι', 'stem'], 'obl'], [['este', 'stem'], 'obl'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['takwálá', 'stem'], 'pascuala'], [['ni', 'stem'], 'obl'], [['ngi', 'stem'], 'obl'], [['tso', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['charo', 'stem'], 'obl']]","[[['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['ntsoyι', 'stem'], 'obl'], [['este', 'stem'], 'obl'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['takwálá', 'stem'], 'pascuala'], [['ni', 'stem'], 'obl'], [['ngi', 'stem'], 'obl'], [['tso', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['charo', 'stem'], 'obl']]",True,1.0
xo má máhyι'wi bimáhmμ bimáhióníhμ má rι ngú,"[[['xo', 'stem'], 'cnj'], [['má', 'stem'], 'v'], [['má', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['bi', '3.cpl'], ['má', 'stem'], ['h', 'lig'], ['mμ', 'pl'], 'v'], [['bi', '3.cpl'], ['má', 'ctrf'], ['hióní', 'stem'], ['hμ', 'pl'], 'v'], [['má', 'stem'], 'v'], [['rι', 'det'], 'det'], [['ngú', 'stem'], 'obl']]","[[['xo', 'stem'], 'cnj'], [['má', 'stem'], 'v'], [['má', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['bi', '3.cpl'], ['má', 'stem'], ['h', 'lig'], ['mμ', 'pl'], 'v'], [['bi', '3.cpl'], ['má', 'ctrf'], ['hióní', 'stem'], ['hμ', 'pl'], 'v'], [['má', 'stem'], 'v'], [['rι', 'det'], 'det'], [['ngú', 'stem'], 'obl']]",True,1.0
pibimihtihμyι'wi xo bimμphík'úyι'wi,"[[['pi', 'it'], ['bi', '3.cpl'], ['mihti', 'stem'], ['hμ', 'pl'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['mμphí', 'stem'], [""k'ú"", 'loc'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['pi', 'it'], ['bi', '3.cpl'], ['mihti', 'stem'], ['hμ', 'pl'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['mμphí', 'stem'], [""k'ú"", 'loc'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
pe xo pibisígé bizít'ethó pibisígé bizít'ethó,"[[['pe', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['pi', 'it'], ['bi', '3.cpl'], ['sígé', 'stem'], 'v'], [['bi', '3.cpl'], [""zít'e"", 'stem'], ['thó', 'ila'], 'v'], [['pi', 'it'], ['bi', '3.cpl'], ['sígé', 'stem'], 'v'], [['bi', '3.cpl'], [""zít'e"", 'stem'], ['thó', 'ila'], 'v']]","[[['pe', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['pi', 'it'], ['bi', '3.cpl'], ['sígé', 'stem'], 'v'], [['bi', '3.cpl'], [""zít'e"", 'stem'], ['thó', 'ila'], 'v'], [['pi', 'it'], ['bi', '3.cpl'], ['sígé', 'stem'], 'v'], [['bi', '3.cpl'], [""zít'e"", 'stem'], ['thó', 'ila'], 'v']]",True,1.0
este bμ gotahkí mächúní gohμtsé gohμxí kinse kwartíyo,"[[['este', 'stem'], 'obl'], [['bμ', 'stem'], 'cnj'], [['go', '1.pot'], ['tahkí', 'stem'], 'v'], [['mä', '1.pss'], ['chúní', 'stem'], 'n'], [['go', '1.pot'], ['hμtsé', 'stem'], 'v'], [['go', '1.pot'], ['hμxí', 'stem'], 'v'], [['kinse', 'stem'], 'obl'], [['kwartíyo', 'stem'], 'obl']]","[[['este', 'stem'], 'obl'], [['bμ', 'stem'], 'cnj'], [['go', '1.pot'], ['tahkí', 'stem'], 'v'], [['mä', '1.pss'], ['chúní', 'stem'], 'n'], [['go', '1.pot'], ['hμtsé', 'stem'], 'v'], [['go', '1.pot'], ['hμxí', 'stem'], 'v'], [['kinse', 'stem'], 'obl'], [['kwartíyo', 'stem'], 'obl']]",True,1.0
komo dírιché este gogwádi gotahkíι' gomápμhkí gehña go'éní,"[[['komo', 'stem'], 'obl'], [['dí', '1.icp'], ['rι', 'det'], ['ché', 'stem'], 'v'], [['este', 'stem'], 'obl'], [['go', '1.pot'], ['gwádi', 'stem'], 'v'], [['go', '1.pot'], ['tahkí', 'stem'], [""ι'"", 'lim'], 'v'], [['go', '1.pot'], ['má', 'ctrf'], ['pμhkí', 'stem'], 'v'], [['gehña', 'stem'], 'cnj'], [['go', '1.pot'], [""'éní"", 'stem'], 'v']]","[[['komo', 'stem'], 'obl'], [['dí', '1.icp'], ['rι', 'det'], ['ché', 'stem'], 'v'], [['este', 'stem'], 'obl'], [['go', '1.pot'], ['gwádi', 'stem'], 'v'], [['go', '1.pot'], ['tahkí', 'stem'], [""ι'"", 'lim'], 'v'], [['go', '1.pot'], ['má', 'ctrf'], ['pμhkí', 'stem'], 'v'], [['gehña', 'stem'], 'cnj'], [['go', '1.pot'], [""'éní"", 'stem'], 'v']]",True,1.0
k'ι rι ñú kilo ya xo dahiot'í dose yι khäní,"[[[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['ñú', 'stem'], 'obl'], [['kilo', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], [""hiot'í"", 'stem'], 'v'], [['dose', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['khäní', 'stem'], 'obl']]","[[[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['ñú', 'stem'], 'obl'], [['kilo', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], [""hiot'í"", 'stem'], 'v'], [['dose', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['khäní', 'stem'], 'obl']]",True,1.0
despwés gahiánt'í k'ι rι búro bo'íhiι' xo bibiñμtik'ú k'ι rι mμi k'ι rι búroyι'wi,"[[['despwés', 'stem'], 'obl'], [['ga', '3.pls'], [""hiánt'í"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['búro', 'stem'], 'obl'], [['bo', '3.cpl'], [""'íhi"", 'stem'], [""ι'"", 'lim'], 'v'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['bi', '3.cpl'], ['ñμti', 'stem'], [""k'ú"", 'loc'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['mμi', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['búro', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]","[[['despwés', 'stem'], 'obl'], [['ga', '3.pls'], [""hiánt'í"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['búro', 'stem'], 'obl'], [['bo', '3.cpl'], [""'íhi"", 'stem'], [""ι'"", 'lim'], 'v'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['bi', '3.cpl'], ['ñμti', 'stem'], [""k'ú"", 'loc'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['mμi', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['búro', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]",True,1.0
